@relation Perp_Age_Group_training_new

@attribute PD_CD numeric
@attribute PD_DESC {'WEAPONS, POSSESSION, ETC','ASSAULT 3','MISCHIEF,CRIMINAL,    UNCL 2ND','AGGRAVATED HARASSMENT 2','KIDNAPPING 2','BURGLARY,UNCLASSIFIED,UNKNOWN TIME','IMPAIRED DRIVING,ALCOHOL'}
@attribute KY_CD numeric
@attribute OFNS_DESC {'DANGEROUS WEAPONS','ASSAULT 3 & RELATED OFFENSES','CRIMINAL MISCHIEF & RELATED OF','OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','KIDNAPPING & RELATED OFFENSES',BURGLARY,'MOVING INFRACTIONS'}
@attribute LAW_CODE {'PL 2650101','PL 1200001','PL 145004A','PL 2402500','PL 1352000','PL 1402000',VTL119200A}
@attribute LAW_CAT_CD {M,F,I}
@attribute ARREST_BORO {B,M,K,Q,S}
@attribute PERP_SEX {M,F}
@attribute PERP_RACE {'WHITE HISPANIC',BLACK,WHITE}
@attribute AGE_GROUP {18-24,25-44,<18,45-64,65+}

@data
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,BLACK,25-44
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,B,F,WHITE,45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,<18
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,M,M,BLACK,45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,BLACK,65+
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,F,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,F,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,F,'WHITE HISPANIC',18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,'WHITE HISPANIC',<18
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,K,M,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',<18
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,Q,M,WHITE,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,'WHITE HISPANIC',45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,'WHITE HISPANIC',45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,WHITE,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,WHITE,25-44
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,Q,F,BLACK,45-64
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,K,F,BLACK,18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,'WHITE HISPANIC',45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,S,F,WHITE,25-44
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,M,M,'WHITE HISPANIC',45-64
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,Q,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,'WHITE HISPANIC',25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,WHITE,18-24
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,M,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,F,WHITE,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,BLACK,18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,BLACK,25-44
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,Q,M,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,'WHITE HISPANIC',18-24
185,'KIDNAPPING 2',124,'KIDNAPPING & RELATED OFFENSES','PL 1352000',F,Q,F,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,WHITE,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,WHITE,18-24
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,M,F,BLACK,18-24
909,'IMPAIRED DRIVING,ALCOHOL',880,'MOVING INFRACTIONS',VTL119200A,I,Q,M,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,F,WHITE,45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,WHITE,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',18-24
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,K,M,'WHITE HISPANIC',18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,WHITE,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,WHITE,45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,BLACK,25-44
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,B,M,BLACK,25-44
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,B,F,BLACK,18-24
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,B,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,M,WHITE,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,M,BLACK,25-44
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,M,M,BLACK,25-44
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,B,M,WHITE,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,F,WHITE,<18
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,M,WHITE,18-24
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,K,M,BLACK,45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,WHITE,45-64
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,M,M,WHITE,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,F,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,'WHITE HISPANIC',<18
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,Q,M,BLACK,18-24
185,'KIDNAPPING 2',124,'KIDNAPPING & RELATED OFFENSES','PL 1352000',F,S,M,BLACK,18-24
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,M,M,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,F,WHITE,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,WHITE,25-44
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,M,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,'WHITE HISPANIC',18-24
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,K,M,BLACK,45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,M,WHITE,25-44
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,Q,F,'WHITE HISPANIC',18-24
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,Q,F,BLACK,45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,F,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,F,WHITE,18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,'WHITE HISPANIC',45-64
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,Q,M,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,'WHITE HISPANIC',18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,WHITE,45-64
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,Q,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,WHITE,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',<18
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,BLACK,18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,F,BLACK,18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,WHITE,25-44
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,Q,F,WHITE,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,'WHITE HISPANIC',45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,'WHITE HISPANIC',45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,WHITE,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,'WHITE HISPANIC',18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,<18
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,K,M,'WHITE HISPANIC',<18
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,Q,M,WHITE,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,WHITE,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,F,BLACK,<18
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,S,M,WHITE,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,BLACK,18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,BLACK,45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,BLACK,18-24
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,Q,M,BLACK,25-44
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,M,M,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,M,BLACK,65+
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,K,M,WHITE,25-44
185,'KIDNAPPING 2',124,'KIDNAPPING & RELATED OFFENSES','PL 1352000',F,K,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,'WHITE HISPANIC',25-44
185,'KIDNAPPING 2',124,'KIDNAPPING & RELATED OFFENSES','PL 1352000',F,Q,M,WHITE,45-64
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,B,M,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,'WHITE HISPANIC',25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,'WHITE HISPANIC',45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,F,BLACK,45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,'WHITE HISPANIC',25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,'WHITE HISPANIC',<18
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,F,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,'WHITE HISPANIC',18-24
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,K,M,BLACK,<18
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,F,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,25-44
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,M,M,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,'WHITE HISPANIC',18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,M,WHITE,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,F,WHITE,45-64
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,K,M,'WHITE HISPANIC',25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,BLACK,<18
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,WHITE,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,'WHITE HISPANIC',25-44
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,B,M,'WHITE HISPANIC',45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,Q,M,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,F,WHITE,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,F,'WHITE HISPANIC',45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,WHITE,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,Q,M,BLACK,45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,WHITE,18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,S,M,WHITE,45-64
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,K,F,BLACK,45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,'WHITE HISPANIC',25-44
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,B,M,'WHITE HISPANIC',45-64
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,BLACK,25-44
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,B,F,BLACK,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,S,M,WHITE,25-44
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,K,M,BLACK,45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,Q,M,WHITE,18-24
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,B,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,M,WHITE,18-24
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,M,M,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,Q,M,BLACK,25-44
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,M,M,'WHITE HISPANIC',25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,Q,F,WHITE,18-24
185,'KIDNAPPING 2',124,'KIDNAPPING & RELATED OFFENSES','PL 1352000',F,M,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,Q,M,'WHITE HISPANIC',25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,Q,M,'WHITE HISPANIC',45-64
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,M,'WHITE HISPANIC',45-64
185,'KIDNAPPING 2',124,'KIDNAPPING & RELATED OFFENSES','PL 1352000',F,K,M,BLACK,25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,K,M,WHITE,18-24
639,'AGGRAVATED HARASSMENT 2',361,'OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV','PL 2402500',M,M,M,BLACK,25-44
101,'ASSAULT 3',344,'ASSAULT 3 & RELATED OFFENSES','PL 1200001',M,B,F,'WHITE HISPANIC',18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,B,F,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,B,M,'WHITE HISPANIC',18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,F,BLACK,18-24
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,M,F,WHITE,25-44
244,'BURGLARY,UNCLASSIFIED,UNKNOWN TIME',107,BURGLARY,'PL 1402000',F,B,M,WHITE,18-24
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,M,BLACK,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,'WHITE HISPANIC',25-44
782,'WEAPONS, POSSESSION, ETC',236,'DANGEROUS WEAPONS','PL 2650101',M,M,M,WHITE,25-44
269,'MISCHIEF,CRIMINAL,    UNCL 2ND',121,'CRIMINAL MISCHIEF & RELATED OF','PL 145004A',M,K,M,'WHITE HISPANIC',18-24
