PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,PERP_SEX,PERP_RACE,AGE_GROUP,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1005041,234533,40.81039849,-73.92489531
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE,25-44,1017356,245369,40.84010265,-73.88035475
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,25-44,1007653,242703,40.8328163,-73.91543114
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE HISPANIC,18-24,1013879,239551,40.82414627,-73.89294648
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,45-64,1011485,237929,40.81970205,-73.90160302
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE HISPANIC,25-44,1026480,262584,40.88731363,-73.84727176
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,25-44,1017978,262492,40.88709771,-73.87802065
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,18-24,1004992,235833,40.81396675,-73.9250683
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,45-64,1021166,246247,40.84249739,-73.86658041
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1010329,252246,40.85900152,-73.9057239
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,F,WHITE,18-24,1005041,234533,40.81039849,-73.92489531
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE,18-24,1005041,234533,40.81039849,-73.92489531
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE HISPANIC,18-24,1028412,240992,40.8280407,-73.84042672
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,<18,1006537,244511,40.83778162,-73.91945797
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,18-24,1006195,240321,40.82628213,-73.92070764
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE HISPANIC,45-64,1009690,257590,40.87367104,-73.90801365
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,B,M,WHITE,18-24,1024399,266423,40.89786017,-73.8547749
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,25-44,1011764,251748,40.8576303,-73.90053832
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE,45-64,1004558,242125,40.83123751,-73.92661714
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,BLACK,25-44,1013879,239551,40.82414627,-73.89294648
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,BLACK,18-24,1021166,246247,40.84249739,-73.86658041
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,25-44,1021090,249013,40.85008956,-73.86683989
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,45-64,1009563,236603,40.81606827,-73.90855208
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,S,M,WHITE,25-44,1010913,251528,40.85702908,-73.90361556
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE HISPANIC,<18,1022720,243543,40.83506907,-73.8609795
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,25-44,1004182,241202,40.828705,-73.92797858
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,45-64,1013912,254446,40.86502854,-73.89276136
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,B,F,BLACK,45-64,1026382,237309,40.81794183,-73.84778502
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,WHITE HISPANIC,25-44,1014739,252382,40.85936067,-73.88978082
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,S,M,WHITE HISPANIC,25-44,1027430,251105,40.85580274,-73.84390995
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,K,M,BLACK,45-64,1011751,250275,40.8535874,-73.90059136
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,25-44,1004182,241202,40.828705,-73.92797858
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,25-44,1017440,256046,40.86940749,-73.87999831
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1023077,264473,40.89251397,-73.85956813
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1004886,240825,40.82766862,-73.92543589
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1013228,241009,40.82815022,-73.89529237
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,<18,1008394,232514,40.80484837,-73.91279008
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,Q,M,WHITE,25-44,1009690,257590,40.87367104,-73.90801365
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,Q,M,BLACK,25-44,1011443,253629,40.86279408,-73.9016911
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,25-44,1010402,251783,40.85773051,-73.90546181
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,F,WHITE,18-24,1006195,240321,40.82628213,-73.92070764
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,18-24,1026486,262591,40.88733282,-73.84725001
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,<18,1006195,240321,40.82628213,-73.92070764
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,25-44,1005041,234533,40.81039849,-73.92489531
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,18-24,1010535,241634,40.82987409,-73.90502079
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,45-64,1007034,236608,40.81608887,-73.91768869
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,WHITE HISPANIC,25-44,1026486,262591,40.88733282,-73.84725001
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,M,WHITE,25-44,1004992,235833,40.81396675,-73.9250683
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE,25-44,1032140,242004,40.83079891,-73.8269488
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,BLACK,45-64,1013761,241742,40.83016033,-73.8933632
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,45-64,1013724,253001,40.86106309,-73.89344741
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE,25-44,1007567,238218,40.82050648,-73.9157575
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,K,M,WHITE HISPANIC,25-44,1032140,242004,40.83079891,-73.8269488
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,<18,1022305,238582,40.82145436,-73.86250735
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,K,M,WHITE,25-44,1014247,254035,40.86389934,-73.89155204
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,45-64,1026486,262591,40.88733282,-73.84725001
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,18-24,1017440,256046,40.86940749,-73.87999831
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,M,WHITE,25-44,1013879,239551,40.82414627,-73.89294648
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1009695,243535,40.83509425,-73.90804891
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,BLACK,25-44,1007970,244618,40.83807157,-73.91427884
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,M,BLACK,25-44,1022797,261566,40.8845364,-73.86059759
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1006537,244511,40.83778162,-73.91945797
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,WHITE HISPANIC,25-44,1006537,244511,40.83778162,-73.91945797
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1005294,237197,40.81770983,-73.92397301
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,18-24,1007839,246906,40.84435181,-73.91474422
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1011751,250275,40.8535874,-73.90059136
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,18-24,1006536,241720,40.83012113,-73.91947086
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1007653,242703,40.8328163,-73.91543114
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,M,WHITE HISPANIC,25-44,1006962,243965,40.83628192,-73.9179239
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,S,M,BLACK,18-24,1005041,234533,40.81039849,-73.92489531
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,45-64,1013086,236614,40.81608766,-73.89582435
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,BLACK,18-24,1020183,239283,40.82338729,-73.87017045
909,"IMPAIRED DRIVING,ALCOHOL",880,MOVING INFRACTIONS,VTL119200A,I,Q,M,WHITE HISPANIC,18-24,1027430,251105,40.85580274,-73.84390995
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,BLACK,25-44,1017824,243494,40.83495455,-73.87867276
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,F,BLACK,25-44,1017440,256046,40.86940749,-73.87999831
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE,18-24,1009174,239145,40.82304644,-73.909948
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,25-44,1010535,241634,40.82987409,-73.90502079
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE,45-64,1008368,253290,40.86187256,-73.9128093
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,BLACK,25-44,1006357,236308,40.81526718,-73.9201355
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,BLACK,18-24,1013624,252247,40.85899392,-73.89381224
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,F,BLACK,18-24,1007814,241775,40.83026878,-73.91485261
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,25-44,1012207,256134,40.86966715,-73.89891858
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,F,BLACK,25-44,1007527,238100,40.82018271,-73.91590243
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,WHITE HISPANIC,25-44,1011811,246833,40.84413995,-73.90038862
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,B,M,BLACK,18-24,1022009,255056,40.86667189,-73.86348405
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1026486,262591,40.88733282,-73.84725001
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,18-24,1011403,261550,40.8845349,-73.90180361
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,18-24,1006195,240321,40.82628213,-73.92070764
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,25-44,1005041,234533,40.81039849,-73.92489531
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1020183,239283,40.82338729,-73.87017045
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE HISPANIC,25-44,1009690,257590,40.87367104,-73.90801365
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1005984,238108,40.8202086,-73.92147721
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,25-44,1010526,236982,40.8171057,-73.90507153
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE,25-44,1011751,250275,40.8535874,-73.90059136
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,S,M,BLACK,45-64,1031579,249766,40.85210633,-73.82892121
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,18-24,1004749,240880,40.8278199,-73.92593076
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,WHITE,<18,1015558,257727,40.87402819,-73.88679509
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,25-44,1013732,247329,40.84549511,-73.89344343
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,18-24,1005028,234516,40.81035186,-73.92494233
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE,45-64,1010027,240720,40.82736692,-73.90685996
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,45-64,1020719,240758,40.82743355,-73.86822579
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,25-44,1011264,251672,40.85742325,-73.90234612
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,K,M,BLACK,25-44,1006195,240321,40.82628213,-73.92070764
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE HISPANIC,25-44,1018510,239538,40.82409384,-73.87621392
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1022930,263777,40.89060431,-73.86010383
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,BLACK,25-44,1022930,263777,40.89060431,-73.86010383
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1015169,249352,40.85104273,-73.8882403
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,25-44,1011081,234353,40.80988817,-73.90307694
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1009690,257590,40.87367104,-73.90801365
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,B,M,WHITE HISPANIC,25-44,1011751,250275,40.8535874,-73.90059136
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,25-44,1013674,252645,40.86008614,-73.89362974
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,18-24,1022756,239762,40.82469117,-73.8608711
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,<18,1007034,236608,40.81608887,-73.91768869
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,B,M,BLACK,25-44,1027421,256009,40.86926277,-73.8439109
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1013086,236614,40.81608766,-73.89582435
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,BLACK,<18,1005041,234533,40.81039849,-73.92489531
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,F,WHITE,25-44,1007047,245787,40.84128256,-73.91761053
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,BLACK,25-44,1022009,255056,40.86667189,-73.86348405
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,<18,1026486,262591,40.88733282,-73.84725001
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,M,BLACK,25-44,1010913,251528,40.85702908,-73.90361556
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,BLACK,25-44,1006566,238688,40.82179908,-73.91937254
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,WHITE HISPANIC,18-24,1011751,250275,40.8535874,-73.90059136
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,K,M,WHITE HISPANIC,25-44,1006611,233503,40.8075676,-73.91922722
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,18-24,1009629,243067,40.83380991,-73.90828919
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE,25-44,1013521,253712,40.86301524,-73.89417819
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1005146,240722,40.82738531,-73.92449674
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE HISPANIC,18-24,1009602,239782,40.82479361,-73.90839918
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,K,M,WHITE HISPANIC,45-64,1015308,244373,40.83737636,-73.88776093
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE HISPANIC,25-44,1016029,252049,40.85844214,-73.88511893
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,M,WHITE,25-44,1005041,234533,40.81039849,-73.92489531
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1011751,250275,40.8535874,-73.90059136
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,M,M,WHITE,25-44,1011179,234731,40.81092537,-73.90272141
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1014632,238397,40.82097631,-73.89023098
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,18-24,1026486,262591,40.88733282,-73.84725001
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,25-44,1015924,244102,40.83663036,-73.88553605
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,F,WHITE,25-44,1011927,251675,40.85742943,-73.89994937
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,M,WHITE HISPANIC,25-44,1024237,248426,40.84846473,-73.85546829
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,18-24,1004237,238590,40.82153568,-73.92778763
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,WHITE,45-64,1011751,250275,40.8535874,-73.90059136
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,BLACK,18-24,1020637,237482,40.8184422,-73.86853985
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE HISPANIC,25-44,1005041,234533,40.81039849,-73.92489531
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,M,WHITE,18-24,1013695,250702,40.85475312,-73.89356235
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,45-64,1015169,249352,40.85104273,-73.8882403
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1022562,262118,40.88605249,-73.8614443
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE,18-24,1004237,238590,40.82153568,-73.92778763
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,WHITE HISPANIC,25-44,1007429,242202,40.83144179,-73.91624233
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,25-44,1026172,258110,40.87503538,-73.84841367
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,25-44,1007034,236608,40.81608887,-73.91768869
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,45-64,1005041,234533,40.81039849,-73.92489531
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,M,WHITE,25-44,1027430,251105,40.85580274,-73.84390995
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,B,M,WHITE HISPANIC,25-44,1026486,262591,40.88733282,-73.84725001
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,M,M,WHITE,25-44,1020731,251394,40.85662618,-73.86812457
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,F,WHITE,18-24,1014260,256172,40.86976471,-73.89149548
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,<18,1014247,254035,40.86389934,-73.89155204
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,18-24,1025659,241359,40.82906134,-73.85037211
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,M,WHITE,25-44,1026486,262591,40.88733282,-73.84725001
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,BLACK,45-64,1009138,251316,40.85645239,-73.91003291
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1013879,239551,40.82414627,-73.89294648
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1006537,244511,40.83778162,-73.91945797
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1020183,239283,40.82338729,-73.87017045
